"RegionName","City","State","Metro","CountyName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06"
"Midtown","New York","NY","New York","New York",262,,,,,2495,2595,2695,2700,2800,2900,2850,2900,2895,2850,3137.5,3200,3097.5,3160,3100,3200,3150,3200,3300,3300,3397.5,3395,3357.5,3300,3300,3250,3300,3300,3250,3300,3400,3400,3400,3400,3350,3375,3350,3395,3400,3400,3475,3525,3832.5,3748,3625,3750,3761,3800,3750,3784,3700,3640,3742.5,3600,3795,3800,3695,3650,3750,3647.5,3595,3696.5,3600,3700,3550,3618
"Astrodome Area","Houston","TX","Houston","Harris",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1402,1365,1360,1355,1378,1371.5,1397.5,1473.5,1432,1390,1489
"Vance Jackson","San Antonio","TX","San Antonio","Bexar",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.5,810,875,863,829,865,875,867,852,869,865.5,786.5,832,824,865,824,806,806,784.5,784,838.5,835,806,831,847,841,865,816,806,830,841,847.5,857.5,875,880,910,892.5
"Charlestown","Boston","MA","Boston","Suffolk",265,,,,,,,,,,,,,,,,,,,,,,,,,2300,2430,2457.5,2416,2430,2465,2580,2750,2762,2837.5,2625,2600,2600,2675,2700,2750,2499,2575,2499.5,2600,2750,2799.5,2750,2700,2600,2535,2475,2500,2500,2505,2520,2750,2700,2700,2715,2600,2600,2600,2600,2600,2600,2525,2515,2595,2500,2587.5
"Washington","Sunnyvale","CA","San Jose","Santa Clara",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,2741,2949,2942,2900,3048,3066.5,3056,3077,2684,2521.5,2878.5,2768.5,2795,3072,2844,2866,2923,2825
"Metro West","Orlando","FL","Orlando","Orange",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5,1007,1024,1029,1024.5,1062.5,972.5,985,1090,1082.5,1045,1075,1075,1100,1080.5,1114,1160,1160,1160,1103,1160,1160,1160,1185,1180,1190,1165,1202.5,1220,1202.5,1200,1250,1260,1176,1155,1265,1305,1206,1311
"Adams Morgan","Washington","DC","Washington","District of Columbia",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2379,2000,1850,1785,1750,1725,1750,1895,1950,2295,2245,2047.5,1928,1815,1815,1800,1850,1942,2010,1895,1892,2017.5,1960,1892,1950,1900,2010,1980,1900,1995,1995
"University Place","Houston","TX","Houston","Harris",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.5,1975,1967,2000.5,1867,1899,1798,1900,2000,1962,1997.5,1995,1896,2107.5,1983,1923,1950,1936.5,1915,1995,2155.5,2127.5
"Tribeca","New York","NY","New York","New York",270,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,4695,4847.5,4825,4900,4750,4300,4700,4797.5,5095,5000,4695,4695,4525,4595,4695,4695,4695,4850,5000,5250,5800,5295,5585,5195,5197.5,5047.5,5295,5295,5260,5500,5695,5900,6075,5550,5295,5295,5195,5000,5185,5292.5,5395,5895,5265
"Logan Circle","Washington","DC","Washington","District of Columbia",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,2768,2760,2750,2352,2519,2517.5,2500,2471.5,2600,2850,2674,2655,2541.5,2554,2540.5,2740.5,2654.5,2670.5,2605,2761,2505,2499,2500,2588.5,2600,2615,2639.5,2586.5,2606.5,2584,2612.5,2626,2600,2566.5,2698,2630,2605,2419,2617.5
"Dutchtown","Saint Louis","MO","St. Louis","Saint Louis City",272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,450,472.5,450,450,450,490,450,475,500,500,525,500,535,545,525,500,550,485,485,545,525,515,537.5,475,495,495,495,525,500,495,500,500,500,500,540,500,550
"Blueberry Hill-Brigadoon-Stoneybrook-Baralto","Lexington","KY","Lexington","Fayette",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,797.5,765,765,760,772.5,745,766,790,757.5,834.5,834.5,839,800,839,810,823.5,859,859,868,785,785,815,815
"Kenmore","Boston","MA","Boston","Suffolk",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1895,1895,1895,1897.5,1895,1900,1850,1850,1875,1950,2050,2050,2000,2060,1995,1995,1995,1995,1960,1995,2200,2135,2275,2250,2100,2050,2000,1975,2035,2065,2065,2065,2195,2350,2450,2400,2275,2205,2125,2200
"Park Manor","Chicago","IL","Chicago","Cook",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,850,850,950,1100,1100,1000,925,950,900,900,925,925,950,925,917.5,1000,1000,1000,1135
"Spuyten Duyvil","New York","NY","New York","Bronx",276,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2102.5,2300,2187.5,2200,2150,2200,2300,2175,2175,2075,2150,2100,2062,2060,2050,2035,2087.5,2060,2150,2162.5,2295,2200,2152.5,2100,2185,2195,2200,2250,2200,2150,2197.5,2200,2250,2300,2300,2325,2200,2200,2200,2200,2150,2175,2200,2350
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2000,2200,2300,2200,2500,2600,2400,2355,2450,2400,2300,2300,2300,2300,2400,2030,2019.5,2100,2140,2100,2000,2100,2149,2200,2075,2100,2325,2200,2300,2300,2350,2500,2500,2500,2525,2500,2600,2372.5,2400,2300
"Gold Coast","Chicago","IL","Chicago","Cook",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,1700,1600,1607,1585,1602.5,1615.5,1631,1578,1595,1587.5,1600,1629,1629.5,1642,1642,1680.5,1687,1690,1701,1652.5,1703,1676,1705,1677.5,1561,1580,1596,1582,1633,1635.5,1595,1585,1579,1584.5,1582,1550,1572,1522,1500
"Traffic Circle","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588.5,1580,1635,1635,1602,1602,1730,1625,1697.5,1700,1695,1697,1775,1775,1790,1787.5,1685,1809.5,1841,1780,1773,1871.5,1828,1824,1828
"Carnegie Hill","New York","NY","New York","New York",280,,,,,,,,,,,,,,,,,2600,2722.5,2650,2650,3050,2900,2695,2597.5,2950,3050,2697.5,2775,2695,2710,2700,2750,2875,2995,2900,2825,2799,3000,3297.5,3174.5,3150,3000,3200,3400,3350,3295,3500,3895,3650,3500,3500,3350,3600,3595,3350,3500,3547.5,3850,3600,3747.5,3298,3324,3597.5,3250,3597.5,3297.5,3375,3572.5,3572.5,3400
"Squirrel Hill South","Pittsburgh","PA","Pittsburgh","Allegheny",281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,925,987.5,955,920,970,985,985,1020,985,1042.5,1045,1045,1072.5,967.5,1050,925,935,945,925,935
"Villages of Palm Beach Lakes","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,1302.5,1297.5,1257,1268,1261,1275,1314,1335,1318.5,1318,1326.5,1339,1300
"Tudor City","New York","NY","New York","New York",283,,,,,,,,,,,,,2950,2800,3000,2997.5,2900,2895,2850,2850,3071,3000,2995,3000,3000,3025,2997,2999,2953,2850,2999,2926,2800,2900,2999,3000,3000,3000,2995,2900,2900,2900,2900,2900,2999,3000,3150,3195,3110,3095,3195,3200,3195,3295,3300,3275,3300,3395,3280,3300,3295,3100,3200,3096,3050,3096,3095,3096,3125,3150
"Capitol Hill","Denver","CO","Denver","Denver",284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,850,887.5,1020,1020,1020,1020,950,962.5,1050,1167.5,1189,1256.5,1222.5,1205,1165,1240,1200,1186.5,1156.5,1257.5,1225,1313,1316,1245,1150,1147.5,1280,1252.5,1310,1225,1300,1150
"Battery Park","New York","NY","New York","New York",285,,,,,,,3347.5,3595,3647.5,3197.5,3400,3450,3425,3472.5,3595,3800,3795,4150,3700,4135,3800,4200,4150,4100,4112.5,4350,4587.5,4250,3915,3800,3749,3660,3895,4145,3950,3895,3950,3831,3775,3795,3850,3780,3750,3790,3950,4620,4400,4490,4500,4325,4285,4185,4152,4397.5,4480,4490,4737.5,4710,4640,4550,4550,4525,4550,4500,4395,4611,4500,4350,4477.5,4463
"Russian Hill","San Francisco","CA","San Francisco","San Francisco",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195,4558,5280,5185,4672.5,4975,4550,4612.5,4999,5185,4595,4150,4675,4516
"Playa Del Rey","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.5,2250,2257,2250,2264.5,2273.5,2450,2395,2435,2350,2395,2500,2680,2427.5,2450,2490,2450,2465,2385
"Centerville","Fremont","CA","San Francisco","Alameda",288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2370,2399,2388,2347,2235,2320,2379.5,2320,2369.5,2401,2320,2410,2556
"Dupont Circle","Washington","DC","Washington","District of Columbia",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,2950,2800,2850,2737.5,2620,2537.5,2500,2450,2530,2399,2625,2450,2505,2715,2625,2560,2562.5,2600,2755,2610,2400,2400,2300,2337.5,2400,2550,2399,2550,2565,2660,2750,2850,2725,2850
"Afton Oaks - River Oaks Area","Houston","TX","Houston","Harris",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.5,1610,1570,1580,1630,1630,1635,1630,1582.5,1555,1585,1695,1835,1849,1815,1817,1792.5,1762,1720,1895,1905,1910,1905,1870,1860,1858,1875
"Northwest","Portland","OR","Portland","Multnomah",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1395,1252.5,1245,1275,1310,1478,1509,1537.5,1583.5,1463,1505,1474,1490.5,1485.5,1448.5,1451,1452,1487
"Downtown","Fremont","CA","San Francisco","Alameda",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.5,2388,2478.5,2462,2530,2489,2599.5,2549,2534.5,2632,2609,2579.5,2472,2437.5,2458,2527,2443.5,2461,2522.5
"Near West Side","Chicago","IL","Chicago","Cook",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2400,2250,2250,2601,2606,2489,2458,2577.5,2722,2450,2475,2575,2658
"The Fan","Richmond","VA","Richmond","Richmond City",294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.5,912.5,857.5,849.5,945,922.5,995,1000,1055,1175,1100,1020,980,980,980,995,1022.5,1025,980,1000,1100,1195,1290,1250,1273,1200,1200,1200,1218,1200,1225,1250,1225,1200
"Mission Hill","Boston","MA","Boston","Suffolk",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,3650,3450,3400,3300,3000,2995,3000,2995,3000,3215,3600,3800,3700,3550,3400,3400,3300
"Alamitos Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.5,1070,1072.5,1200,1212.5,1100,1095,1162.5,1150,1100,1100,1150,1150,1095,1150,1150,1195,1162.5,1050,1097.5,1150,1125,1150,1100,1200,1200,1295,1195,1297.5,1300,1395,1300,1472.5
"Hillcrest","San Diego","CA","San Diego","San Diego",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,1400,1368,1600,1625,1650,1795,1595,1722.5,1612.5,1562.5,1472.5,1450,1450,1595,1435,1295,1525
"Hampden South","Denver","CO","Denver","Denver",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,1530,1535,1506.5,1563.5,1610,1656,1637,1637,1680,1570,1510,1465,1344,1354,1277.5,1367.5
"Greater Pinellas Point","Saint Petersburg","FL","Tampa","Pinellas",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5,810,780,795,790,774,800,799.5,799.5,804.5,768,763.5,768,721,721,777,751,762,789,794,755.5,813,792.5
"West Oak Hill","Austin","TX","Austin","Travis",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.5,1159.5,1169,1229,1276,1279,1279,1283,1282,1283,1279.5,1286,1280,1288
"Lincoln Park","Chicago","IL","Chicago","Cook",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,1920,1730,1750,1840,1600,1675,1600,1750,1700,1535,1685,1595,1595,1595,1595,1668.5,1800,1833,1637.5,1490
"Hyde Park","Cincinnati","OH","Cincinnati","Hamilton",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,975,925,1050,995,990,950,975,999.5,975,997,950
"Jamaica Estates","New York","NY","New York","Queens",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,1600,1525,1549,1525,1525,1600,1650,1650,1650,1695,1685,1650,1650,1600,1600,1550,1650,1650,1625,1600,1650,1695,1695,1695,1899,1800,1650,1650,1650,1650,1712.5
"City Center","Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,2351.5,2337.5,2390,2425,2534,2405,2620,2620,2617.5,2653.5,2685,2607.5,2601.5,2636.5,2536.5,2642.5,2775,2603,2685,2685,2765,2300,2290,2270,2300,2388,2389.5,2578.5,2825
"Hillsborough","Raleigh","NC","Raleigh","Wake",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1400,1399,1425,1420,1375.5,1350,1352.5,1366,1418.5,1463.5,1467,1443,1444,1344,1402,1314,1347.5,1342
"Riverside","Austin","TX","Austin","Travis",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1180.5,1355.5,1326,1410,1425,1390,1375,1356,1356,1361,1344,1356,1350,1386,1400,1400,1304.5,1336,1310,1365.5,1351.5
"Riverdale","New York","NY","New York","Bronx",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2100,2000,1995,1995,2095,2050,1995,2095,2095,2275,2200,2100,2295,2195,2100,2095,2000,2000,2147.5,1995,2147.5
"Bay Terrace","New York","NY","New York","Queens",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2200,2200,2200,2125,2200,2200,2150,2150,2200,2200,2200,2250,2200,2200,2250,2300,2250,2200,2000,2100,2400,2500,2500,2325,2300,2300,2300,2300,2300,2300,2275,2225
"Georgetown","Washington","DC","Washington","District of Columbia",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,2995,3000,3000,3000,2985,2850,2850,2850,2875,2850,2850,2850,2841,2802.5,2750,2750,2772.5,2825,2850,2970
"Five Points","Denver","CO","Denver","Denver",310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562,1597,1708,1678,1686,1631,1706,1738.5,1705,1726,1800,1827.5,1830,1825,1825,1765,1776,1600,1619,1601,1650,1785,1702,1771.5,1650
"East Oak Hill","Austin","TX","Austin","Travis",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.5,1055,1105,1097.5,1120,1115,1110,1100,1144,1129,1120,1159,1110,1110,1139.5,1144,1180,1175,1120,1092.5,1198,1250,1219,1239.5,1252,1252,1280,1265,1299,1313.5,1338,1330,1406.5,1414,1353,1339,1362,1455
"Woodlawn","Chicago","IL","Chicago","Cook",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1100,1100,1099.5,1100,1100,1100,1150,1100,1100,1100,1100,1100,1100,1100,1137.5,1160,1225,1200,1235,1100,1100,1250,1250,1250,1150,1250,1200,1200,1250,1300,1300,1200,1150,1195,1285,1300,1237.5
"North Cambridge","Cambridge","MA","Boston","Middlesex",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2600,2300,2250,2250,2400,2300,2401,2459,2400,2400,2400,2455,2542.5,2597.5,2655,2700,2742,2548,2500,2500,2500,2500,2539,2625,2725,2731,2800,2600,2600,2640,2600,2600,2500,2600,2600,2625,2700,2800,2815
"Carroll Gardens","New York","NY","New York","Kings",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,3000,3000,3000,3047.5,3000,2950,3000,3000,3100,2950,3000,2800,2800,2700,2700,2650,2750,2800,2800,2800,2800,2800,2700,2900,3000,3200,3200,3000,3000,3250,3000,3047.5,3000,2950,3000,3150,3200,2900,2800
"Riverside","Cambridge","MA","Boston","Middlesex",315,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2290,2275,2400,2350,2300,2250,2400,2400,2305,2300,2300,2300,2550,2600,2600,2600,2600,2600,2600,2600,2600,2400,2450,2450,2500,2647.5,2625,2550,2500,2500,2425,2550,2400,2372.5,2300,2450,2550,2400,2645,2800,2750
"Mid-Cambridge","Cambridge","MA","Boston","Middlesex",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2500,2200,2050,2115,2100,2200,2200,2340,2300,2395,2400,2325,2300,2300,2400,2400,2400,2472.5,2450,2400,2400,2320,2300,2200,2310,2250,2300,2400,2400,2355,2400,2500,2400,2295,2250,2250,2300,2495,2405,2600,2495
"North Riverdale","New York","NY","New York","Bronx",317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1750,1700,1700,1700,1650,1700,1662.5,1700,1700,1700,1700,1775,1700,1700,1900,1850,1700,1650,1700,1900,1800,1900,1800,1850,1887.5,1900,1850,1800,1800,1785,1695,2000
"Downtown","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2500,2400,2450,2500,2350,2300,2500,2450,2500,2550,2550,2550,2550,2475,2500,2390,2500,2575,2400,2200,2250,2350,2300,2480,2525,2500,2500,2500,2400,2500,2450,2425,2500,2507.5,2550,2467.5,2550,2600
"Wicker Park","Chicago","IL","Chicago","Cook",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,1995,2200,2200,2250,2150,2100,2000,2100,2100,2250,2400
"Boerum Hill","New York","NY","New York","Kings",320,,,,,,,,,,,,,,,,,,,,,,,,,,2895,2900,3000,3000,3000,3100,3000,3000,3000,3274.5,3200,3112.5,3000,3000,2895,2897.5,3000,3000,3000,3170,3100,3100,3250,3095,3200,3200,3138,3200,3200,3200,3295,3400,3250,3200,3199,3095,3175,3000,3000,3182,3200,3100,3212.5,3200,3300
"Windy Hill","Jacksonville","FL","Jacksonville","Duval",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,970,968,968,979,990,995,1000,1000,1000,1020,1020,1020,1023,1025,1026,1023,1026,1029,1035,1050,1050,1050,1045,1050,1054,1050,1062,1095,1200,1180,1204,1259,1186,1218,1169,1203,1220,1203,1190
"Grand Crossing","Chicago","IL","Chicago","Cook",322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,837.5,950,1000,950,950,900,900,900,937.5,962.5,1050,1000,900,950,900,875,950,991.5,983,950,1000,1100,1100,1000,980,975,1000,1100,1000,977.5,1000,987.5,925,875,900,1020,990
"Ballston-Virginia Square","Arlington","VA","Washington","Arlington",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464,2284,2510,2455,2510.5,2417,2505,2300,2467.5,2450.5,2425,2415,2480,2435,2420,2225,2387.5,2330,2378.5,2320,2330,2330,2340,2150,2165,2145.5,2147.5,2151,2155,2140,2332.5,2177.5,2115,2095,2152.5,2395,2260,2335,2400,2200
"Cambridgeport","Cambridge","MA","Boston","Middlesex",324,,,,,,,,,,,,,,,,,,2957.5,3106,3138,2960.5,3103,2918,2970.5,3049,3000,2841,3047,3209,3347,3135,2882.5,2800,2797.5,2800,3000,3100,3089,2951,2909.5,2847.5,2844.5,2906.5,2944,2904,2900.5,2985,2916.5,2915,2844,2825,2810,2800,2869,2838,2885,2975,2950,2934,2814,2900,2900,2850,2800,2825,2800,2800,2885,3100,2985
"South Beach","San Francisco","CA","San Francisco","San Francisco",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.5,3847.5,4103.5,4250,4075,4243,4151,4295,4350,4521,5000,5456,4985,4705,5000,5100,4795,4750,4591.5,4350,4325,4405,4510,4725,4700,4649,4767.5,5000,4938,4761,4745,4665,4877.5
"Downtown","Houston","TX","Houston","Harris",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1965,1935,1975,1750,1787.5,1752.5,1755,1777.5,1750,1750,1725,1667.5,1791,1745
"Arverne","New York","NY","New York","Queens",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1572.5,1600,1600,1675,1675,1650,1700,1650,1650,1650,1679,1800,1750,1650,1625,1700,1700,1685,1700,1762,1800,1850,2000,2000,1950,1862.5,1850,1850,1850,1850,1850,1850,1850,2000
"Thalia","Virginia Beach","VA","Virginia Beach","Virginia Beach City",328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198,1227.5,1163,1227.5,1225,1175,1129,1126,1134,1143,1163,1175,1232,1070
"Near East","Dallas","TX","Dallas-Fort Worth","Dallas",329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.5,1705.5,1485,1550,1700,1494.5,1499,1498,1498,1489,1498.5,1498,1500,1619,1600,1589,1576,1579,1589,1622,1611.5,1644.5,1600,1605,1618,1623,1632.5,1726,1654,1674,1631,1706,1695,1715,1655,1637.5,1626.5,1651.5,1669
"Speer","Denver","CO","Denver","Denver",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1295,1400,1452.5,1349,1295,1270,1270,1290,1315,1295,1295,1243,1295
"First Hill","Seattle","WA","Seattle","King",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,1700,1727.5,1550,1595,1620,1705,1795,1805,1722,1690,1695,1800,1769.5,1875,1797.5,1875,1905,1905,1965,2022.5,2000,1995,2100,2165,2366,2365.5,2260.5,2200,2175,2144,2080,2214.5
"Lower East Side","Milwaukee","WI","Milwaukee","Milwaukee",332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1277.5,1270,1360,1305,1200,1100,1000,850,875,885,872.5
"Buena Park","Chicago","IL","Chicago","Cook",333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1400,1300,1250,1250,1264.5,1271,1220,1325,1340,1380,1400,1465,1447.5
"Van Ness - Civic Center","San Francisco","CA","San Francisco","San Francisco",334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.5,3600,3580.5,3700,3700,3600,3780,3750,3780,3750,3750,3775,3700,3762.5,3557,3772.5,3700,3684,3700,3721.5,4347.5,3850,4320.5,3825,3725,3634.5,3660,3684,3700,3685,3712.5,3600,3692
"SoHo","New York","NY","New York","New York",335,,,,,,,,,,2695,2695,2750,2697.5,2695,2700,2795,2690,2695,2845,2950,2992,3025,3100,3150,2895,2950,2912.5,2997.5,2900,2850,2937.5,3200,3195,3150,3150,3195,3150,3200,3200,3200,3250,3297,3300,3300,3350,3450,3465,3495,3495,3762.5,3700,3495,3495,3500,3897.5,3850,3950,3731.5,3925,3850,3800,3962.5,3950,3692.5,3700,3499,3695,3625,3595,3495
"Hunters Point","New York","NY","New York","Queens",336,,,,,,,,2400,2382,2366,2597.5,2650,2625,2700,2720,2500,2625,2730,2600,2700,2850,2870,2880,2825,2795,2800,2875,2800,2785,2873,2900,2795,2875,2900,2880,2850,2827.5,2795,2795,2795,2800,2800,2795,2795,2800,2800,2750,2702.5,2800,2881.5,2950,2985,2950,3035,3000,2995,3000,3000,3064,3080,3040,2995,2925,2925,2900,3000,2995,2965,2995,2995
"Peabody","Cambridge","MA","Boston","Middlesex",337,,,,,,,,,,,,,,,,,,1750,1945,1945,2072.5,2055,2000,2185,2245,2250,2500,2400,2200,2250,2320,2350,2250,2200,2175,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2335,2342.5,2600,2500,2400,2385,2300,2300,2337.5,2300,2450,2400,2395,2387.5,2500,2500,2450,2400,2375,2315,2500,2600,2495,2662.5,2480
"North Hyde Park","Tampa","FL","Tampa","Hillsborough",338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.5,1625,1517.5,1400,1450,1400,1379,1496,1533,1390,1410,1379,1389,1327.5,1514.5,1525,1350,1579
"Mercury Central","Hampton","VA","Virginia Beach","Hampton City",339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,1061.5,1054,999,1076.5,965,940,985.5,975,985,1015,940,930,940,890.5,963,1015,1049,1020
"Sheffield Neighbors","Chicago","IL","Chicago","Cook",340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1700,1995,1850,1950,1800,1800,1800,1957.5,1800,1795,1800,2075,1900,2150
"Aurora Highlands","Arlington","VA","Washington","Arlington",341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,2185,2165,2029,2145,2030,2120,2060,2127,2240,2125,2030,1883,1969,1959.5,1977.5,1991.5,2035,2185,2158,2204,2198.5,2197,2230,2152,2217.5,2165,2209,2197,2255,2233,2378
"Downtown","Portland","OR","Portland","Multnomah",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1647,1660,1700,1600,1533.5,1685,1677,1682,1721,1761,1512
